sentences,pos_tags
سیٹلائٹ بجلی بنانے والی کمپنی اپنی انداز میں بجلی کی تقسیم کار کمپنی یونائیٹڈ نیچرل گیس ک ,NOUN NOUN VERB ADP NOUN PRON NOUN ADP NOUN ADP NOUN PROPN NOUN PROPN PROPN NOUN PUNCT 
کراچی 92 نیوز اداکار محسن عباس حیدر نے بھارتی فلموں میں پاکستانی فنکاروں کو ناکامی کی سخت الفاظ میں ,PROPN NUM NOUN NOUN PROPN PROPN PROPN ADP ADJ NOUN ADP ADJ NOUN ADP NOUN ADP ADJ NOUN ADP 
نئی دہلی ڈیلی پاکستان لائن اس ترقی یافتہ ممالک میں شادیوں کا سیزن عروج پر ہے اور بھارتیوں سمیت ,PROPN PROPN PROPN PROPN PROPN DET NOUN ADJ NOUN ADP NOUN ADP NOUN NOUN ADP AUX CCONJ NOUN ADP 
کلینڈ اے پی پی مارٹن گپٹل ٹی ٹونٹی انٹرنیشنل کرکٹ میں زیادہ وکٹیں لینے والے دنیا کے چوتھ� ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN NOUN NOUN ADP ADJ NOUN VERB ADP NOUN ADP VERB 
بیجنگنیٹ نیوزچین کے شہر ہیووینگ جیا سے تعلق رکھنے والی ریستوران نے گن لیول کے چاند کو ای� ,PROPN PROPN ADP NOUN PROPN PROPN ADP NOUN VERB ADP NOUN ADP PROPN PROPN ADP NOUN ADP VERB 
ملتان سپورٹس ڈیسک پاکستان کرکٹ بورڈ کے بورڈ گورنرز کے اجلاس میں انگلینڈ اور سری لنکا کی کرک� ,PROPN PROPN PROPN PROPN PROPN PROPN ADP NOUN NOUN ADP NOUN ADP PROPN CCONJ PROPN PROPN ADP VERB 
انقرہ فرانس میں کامیاب ترک سیریز ارطغرل غازی کے پردے کے پیچھے کی ویڈیو وائرل ہوگئی ترک حک ,PROPN PROPN ADP ADJ NOUN NOUN PROPN PROPN ADP NOUN ADP ADP ADP NOUN ADJ VERB NOUN PUNCT 
بھارت نے نیوزی لینڈ کے خلاف دوسرا ون ڈے 27 رنز سے جیت کر سیریز اپنے نام کرلی جب کہ مائیکل بیون � ,PROPN ADP PROPN PROPN ADP ADP ADJ NOUN NOUN NUM NOUN ADP VERB AUX NOUN PRON NOUN VERB PRON PART PROPN PROPN PUNCT 
لاہور اردو پوائنٹ تازہ ترین اخبار 22نومبر 2013ء فلم ٹی وی اور تھیٹر کے نامور کامیڈین اداکار قیصر پیا کی م ,PROPN PROPN NOUN ADJ ADJ NOUN PROPN PROPN NOUN PROPN PROPN CCONJ NOUN ADP ADJ NOUN NOUN PROPN PROPN ADP VERB 
اسلام اباداردو پوائنٹ اخبارتازہ ترین این این ئی 13 نومبر2020ء پاکستان ہاکی فیڈریشن کے صدر اختر رسول نے ک� ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP NOUN PROPN PROPN ADP VERB 
پاکستانی امپائر اسد رف کے کم بیک کے ایک اور واقعے پر قومی کرکٹر احمد شہزاد اور ان کے اہل خانہ � ,ADJ NOUN PROPN PROPN ADP ADJ NOUN ADP NUM CCONJ NOUN ADP ADJ NOUN PROPN PROPN CCONJ PRON ADP NOUN ADJ PUNCT 
لاہور اردو پوائنٹ اخبارتازہ ترین لائن 23 مارچ2019ء اداکارہ ماریہ واسطی نے ایک ماہ میں 35ہزار سے زائد فالوورز � ,PROPN PROPN NOUN ADJ ADJ NOUN PROPN PROPN NOUN PROPN PROPN ADP NUM NOUN ADP NOUN ADP ADJ PROPN VERB 
اسپین کے میئر لنکسویلی نے اسلام اباد میں منعقدہ پی ائی اے کے طیاروں کو ایک میٹر کی خوبصورت لگ ,PROPN ADP NOUN PROPN ADP PROPN PROPN ADP ADJ PROPN PROPN PROPN ADP NOUN ADP NUM NOUN ADP ADJ VERB 
کراچیاردو پوائنٹ تازہ ترین اخبار 17نومبر 2013ء شعیب اختر نے سابق ٹیسٹ کرکٹرز پر برس کیلئے پابندی لگا د� ,PROPN PROPN ADJ ADJ NOUN PROPN PROPN PROPN PROPN ADP ADJ NOUN NOUN ADP NOUN ADP NOUN VERB PUNCT 
لاہورسپورٹس رپورٹرنمائندہ سپورٹس ایشین چیمپئنزٹرافی ہاکی ٹورنامنٹ کا غازاج ہوگا کوارٹر فائن ,PROPN PROPN PROPN PROPN PROPN PROPN NOUN ADP NOUN VERB NOUN VERB 
کراچی کامرس رپورٹر پاکستان کیمیکلز اینڈ ڈائز مرچنٹس ایسوسی ایشن پی سی ڈی ایم اے کے چیئر ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP VERB 
لاہور سپورٹس رپورٹر ایشیا کپ کیلئے جاری تربیتی کیمپ میں محمد عامر کی بھی شمولیت کا امکان ہ ,PROPN PROPN PROPN PROPN PROPN ADP ADJ ADJ NOUN ADP PROPN PROPN ADP PART NOUN ADP NOUN VERB 
نیویارک این این ئیہالی وڈ فلم ونڈر پار کا پہلا ٹریلر جاری کر دیا گیا ہے یہ فلم انسانوں کے بر عکس ,PROPN PROPN PROPN PROPN PROPN NOUN PROPN PROPN ADP ADJ NOUN ADJ VERB AUX AUX AUX DET NOUN NOUN ADP ADJ NOUN 
لاہورنمائندہ سپورٹس پاکستان کرکٹ بورڈ کے چیف سلیکٹر ہیڈ کوچ مصباح الحق نے ون ڈے اور ٹی 20 ٹیم � ,PROPN PROPN PROPN PROPN PROPN ADP NOUN NOUN NOUN NOUN PROPN PROPN ADP NOUN NOUN CCONJ PROPN PROPN NOUN VERB 
لاہوراردو پوائنٹ اخبارتازہ ترین لائن 08 جنوری2020ء لاہور چیمبر کامرس اینڈ انڈسٹری اور سینئر نائب صدر کامرس ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN CCONJ ADJ NOUN NOUN VERB 
اسلام اباد اردو پوائنٹ اخبارتازہ ترین اے پی پی 19 فروری2020ء اداکارہ حمائمہ ملک نے کہا کہ شوبز کا ایک ج� ,PROPN PROPN PROPN NOUN ADJ ADJ PROPN PROPN PROPN PROPN PROPN NOUN PROPN NOUN ADP VERB SCONJ NOUN ADP NUM VERB 
اسٹار فٹ بالر لائنل مس فرانس کے جیل جانے کے بعد مقامی طور پر تلاش کرنے والی ٹیم کا گروپ بندہو گیا اطلاعا� ,NOUN NOUN NOUN NOUN PROPN PROPN ADP NOUN VERB ADP ADV ADJ NOUN ADP NOUN VERB ADP NOUN ADP NOUN ADJ AUX PUNCT 
لندن اے پی پی یورپی یونین نے چین کو ہانگ کانگ اور چین کو ٹیکسوں کی بروقت ادائیگی اور مشرق و ,PROPN PROPN PROPN PROPN PROPN PROPN ADP PROPN ADP PROPN PROPN CCONJ PROPN ADP NOUN ADP ADJ NOUN CCONJ ADJ CCONJ 
لاہور سپورٹس ڈیسک برازیلین فٹ بال فیڈریشن نے کھلاڑیوں کیلئے فیسٹول میچز کے شیڈول کا اعلا ,PROPN PROPN PROPN PROPN NOUN NOUN NOUN ADP NOUN ADP NOUN NOUN ADP NOUN ADP VERB 
لاہور کامرس رپورٹر پاکستان انڈسٹریل اینڈ ٹریڈرز ایسوسی ایشنز فرنٹ پیاف نے کہا ہے کہ پٹرول� ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP VERB AUX SCONJ VERB 
سلانوالی اردو پوائنٹ اخبارتازہ ترین اے پی پی 10 جولائی2017ءزر عی ما ہر ین نے بتا یا ہے کہ باغبان مو سم سر ما ,PROPN PROPN NOUN ADJ ADJ PROPN PROPN PROPN NUM PROPN NOUN NOUN ADJ NOUN ADP VERB CCONJ AUX SCONJ NOUN NOUN NOUN NOUN VERB 
انڈونیشیا کی وزارت داخلہ کے تعاون سے پاکستان کا ایشیا اور ایشین ممالک کے درمیان دو طرفہ ڈیوٹی ,PROPN ADP NOUN NOUN ADP NOUN ADP PROPN ADP PROPN CCONJ PROPN NOUN ADP ADP NUM NOUN NOUN 
لاہور جسارت نیوز پاکستان کی پہلی انٹرنیشنل کبڈی لیگ اکتوبر میں اسلام باد میں کھیلی جائے گی جس ,PROPN NOUN PROPN PROPN ADP ADJ NOUN PROPN PROPN PROPN ADP PROPN NOUN ADP VERB AUX AUX PRON 
کراچیکامرس رپورٹرگزشتہ ہفتے کے دوران زرمبادلہ کے ذخائر میں 14کروڑ 71لاکھ ڈالرز کی کمی ہوگئ� ,NOUN ADJ NOUN ADP ADP NOUN ADP NOUN ADP NUM NUM NOUN ADP NOUN VERB 
لاہور ویب ڈیسکحبیب بینک لمیٹڈ نے اپنی مالیاتی رپورٹ میں بتایا کہ پاکستان کے بعد ازٹیکس منافع م ,PROPN PROPN PROPN PROPN PROPN ADP PRON ADJ NOUN ADP VERB SCONJ PROPN ADP ADP NOUN NOUN PUNCT 
پاکستان کرکٹ بورڈ پی سی بی کا پی ایس ایل سے نا مناسب رویہ اپنانے پر پی سی بی پریشان کن نہیں � ,PROPN PROPN PROPN PROPN PROPN PROPN ADP PROPN PROPN PROPN ADP ADJ ADJ NOUN VERB ADP PROPN PROPN PROPN ADJ ADJ PART VERB 
اسلام باداردو پوائنٹ تازہ ترین اخبارئی این پی 6جولائی 2013ءرواں مالی سال کے دوران پاکستان میں برمدات کا حجم ا ,PROPN PROPN PROPN ADJ ADJ NOUN PROPN PROPN PROPN NUM ADJ NOUN ADP ADP PROPN ADP NOUN ADP NOUN VERB 
ملتان 92نیوزملتان ریجن میں ہونے والی خواتین کی رنگا رنگ افتتاحی تقریب اج ہو گی جس میں ملتان ڈویژن س� ,PROPN ADJ NOUN ADP VERB ADP NOUN ADP ADJ NOUN ADJ NOUN PART VERB AUX PRON ADP PROPN PROPN PUNCT 
لاہور اردو پوائنٹ اخبار تازہ ترین29نومبر 2014ء سینئر اداکارہ ثمینہ پیرزادہ نے کہا ہے کہ فنون لطیفہ ,PROPN PROPN NOUN NOUN ADJ PROPN PROPN ADJ NOUN PROPN PROPN ADP VERB AUX SCONJ NOUN VERB 
ممبئی ڈیلی پاکستان لائن بھارتی گلوکار ابھیجیت بھٹاچاریا کی تصاویر سوشل میڈیا پر وائرل ہو گئ� ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP NOUN NOUN NOUN ADP ADJ VERB PUNCT 
ویب ایڈیٹر کینبرا جنوبی افریقہ نے تیسرے ٹیسٹ میں سری لنکا کو تین وکٹوں سے شکست دے کر میچز ,NOUN NOUN PROPN PROPN PROPN ADP ADJ NOUN ADP PROPN PROPN ADP NUM NOUN ADP NOUN VERB AUX NOUN 
لاہورنیوزایجنسیاں پاکستان کرکٹ ٹیم کے سابق کپتان اور پی سی بی کے ڈائریکٹر جنرل جاوید میانداد ,PROPN PROPN PROPN NOUN ADP ADJ NOUN CCONJ PROPN PROPN PROPN ADP NOUN NOUN PROPN PROPN 
بیجنگ نیٹ نیوز پانچ سال بعد کھلاڑیوں کے ایک چھوٹے بھائی کی ویڈیو نے سوشل میڈیا پر دھوم م� ,PROPN PROPN PROPN NUM NOUN ADP NOUN ADP NUM ADJ NOUN ADP NOUN ADP NOUN NOUN ADP NOUN VERB 
لاہوراردو پوائنٹ اخبارتازہ ترین این این ئی 19 نومبر2016ء اداکارہ ماہ نور نے کہا ہے کہ فی الحال شوبز میں عر ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN NOUN NOUN PROPN ADP VERB AUX SCONJ ADP ADV NOUN ADP VERB 
لندن اردو پوائنٹ اخبارتازہ ترین این این ئی 12 جنوری2017ء ائی سی سی ویمنز ورلڈ کپ کا میلہ کل ہفتہ سے ان� ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP NOUN NOUN NOUN ADP VERB 
لاہور کامرس رپورٹر پاکستان کونسل برائے ایشیاءڈی ڈبلیو پی اور کانفرنس انٹیریئرز پاکستان کے زیر ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN CCONJ NOUN NOUN PROPN ADP ADP 
کراچی ویب ڈیسکسابق پاکستانی کرکٹرز نے کہا ہے کہ محمد حفیظ اور شعیب ملک کی ٹیم میں واپسی ک ,PROPN NOUN PROPN ADJ NOUN ADP VERB AUX SCONJ PROPN PROPN CCONJ PROPN PROPN ADP NOUN ADP NOUN VERB 
حیدرباداردو پوائنٹ اخبارتازہ ترین این این ئی 10 اپریل2018ءحیدرباد چیمبر کامرس اینڈ انڈسٹری کے ایک ا� ,ADJ PROPN NOUN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP NUM PUNCT 
اقوام متحدہ کے سیکرٹری جنرل بان کی جانب سے گزشتہ روز جاری ہونے والی ایک نئی خبر کے مطابق سام س ,PROPN PROPN ADP ADJ NOUN NOUN ADP ADP ADP ADJ NOUN ADJ VERB ADP NUM ADJ NOUN ADP ADP ADJ PUNCT 
کراچی اسٹاف رپورٹرجمعہ کو قائد اعظم ٹرافی گریڈ ون کا تیسرا مرحلہ جاری رہا ایس بی پی کی برتری ,NOUN NOUN NOUN ADP NOUN NOUN NOUN PROPN PROPN ADP ADJ NOUN ADJ VERB PROPN PROPN PROPN ADP VERB 
کراچی اردو پوائنٹ اخبارتازہ ترین این این ئی 18 نومبر2020ءپاکستان اسٹاک مارکیٹ میںکاروباری ہفتے کے پ� ,PROPN PROPN NOUN NOUN ADJ PROPN PROPN PROPN PROPN PROPN NOUN NOUN NOUN NOUN ADP VERB 
اسلام باد لائن سپیشل سیکرٹری ٹرانسپورٹ راجہ احمد خان نے کہا ہے کہ ٹیکنالوجی اقتصادی ترقی جی ا ,PROPN PROPN PROPN PROPN PROPN NOUN PROPN PROPN PROPN ADP VERB AUX SCONJ NOUN ADJ NOUN VERB PUNCT 
شارجہ قومی ٹیم کے کپتان سرفراز احمد نے شعیب ملک کو زبردست انداز میں خراج تحسین پیش کیا دوسرے ایک ,PROPN ADJ NOUN ADP NOUN PROPN PROPN ADP PROPN PROPN ADP ADJ NOUN ADP NOUN NOUN ADV VERB ADJ NUM 
اسلام باداردو پوائنٹ اخبارتازہ ترین لائن 21 جنوری2017ء رواں مالی سال کے ماہ دسمبر میں میٹرو بس سروسز کی شرح میں ,PROPN PROPN PROPN ADJ ADJ NOUN PROPN PROPN ADJ ADJ NOUN ADP NOUN PROPN ADP NOUN NOUN NOUN ADP NOUN ADP 
بیجنگ اردو پوائنٹ اخبارتازہ ترین ئی این پی 01 اپریل2017ءچین کا ٹریژری بانڈ فیوچرز منگل کو اضافے پر � ,PROPN PROPN NOUN NOUN ADJ PROPN PROPN PROPN PROPN PROPN ADP ADJ NOUN NOUN PROPN ADP NOUN ADP VERB 
بہاول پور اردو پوائنٹ اخبارتازہ ترین ئی این پی 11 دسمبر2017ء ڈویژنل سپورٹس ڈیپارٹمنٹ بہاولپور کے زیر ,PROPN PROPN PROPN NOUN NOUN ADJ PROPN PROPN PROPN PROPN PROPN NOUN PROPN PROPN PROPN ADP ADP 
نیویارک اردو پوائنٹ اخبار تازہ ترین17ستمبر2014ء ہالی ووڈ فلم اینڈ کیمسٹری کے معروف اداکار ڈینیئل ڈی ,PROPN PROPN NOUN NOUN ADJ PROPN PROPN PROPN PROPN PROPN PROPN ADP ADJ NOUN NOUN VERB 
کراچی اسپورٹس رپورٹرزادی کپ سیریز کے دوسرے میچ میں ناردرن نے سینٹرل پنجاب کو ایک وکٹ سے شک ,PROPN PROPN PROPN PROPN NOUN ADP ADJ NOUN ADP PROPN ADP PROPN PROPN ADP NUM NOUN ADP NOUN 
کراچیاسٹاف رپورٹرانٹر بینک اور مقامی اوپن کرنسی مارکیٹ میں جمعرات کو روپے کے مقابلے ڈالر کی قد ,NOUN NOUN NOUN CCONJ ADJ PROPN NOUN NOUN ADP PROPN ADP NOUN ADP ADP NOUN ADP NOUN 
لاہور اے پی پیگلوکارہ سائرہ نسیم نے کہا ہے کہ معاشرے میں زیادہ معاشرے کے عنوان کی ضرورت ہےں ا ,PROPN PROPN PROPN NOUN PROPN PROPN ADP VERB AUX SCONJ NOUN ADP ADJ NOUN ADP NOUN ADP NOUN VERB PUNCT 
لاہور اردو پوائنٹ اخبارتازہ ترین این این ئی 06 مارچ2018ءملک کی ممتاز ماڈلز صوفیہ مرزا کے ساتھ شادی کے بن ,PROPN PROPN NOUN NOUN PROPN PROPN PROPN PROPN PROPN PROPN ADP ADJ NOUN PROPN PROPN ADP ADP NOUN ADP VERB 
لاہور ڈیلی پاکستان لائن پاکستان کرکٹ بورڈ پی سی بی کے چیئرمین شہر یار خان نے کہا ہے کہ سرف ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP NOUN NOUN PROPN PROPN ADP VERB AUX SCONJ PUNCT 
دبئی پاکستان کرکٹ ٹیم کے کپتان سرفراز احمد نے کہا ہے کہ چیمپئنز ٹرافی میں یکساں فتح سے ,PROPN PROPN NOUN NOUN ADP NOUN PROPN PROPN ADP VERB AUX SCONJ NOUN NOUN ADP ADJ NOUN ADP 
لاہور سٹاف رپورٹر ریلوے حکام نے تمام سیٹلائٹ تیزی سے تعمیر ہونے والی مصنوعات کی نئی ٹرین متعارف ,PROPN NOUN NOUN NOUN NOUN ADP DET NOUN NOUN ADP NOUN VERB ADP NOUN ADP ADJ NOUN ADJ 
لاہورنمائندہ سپورٹس بھارت کیخلاف ٹی ٹونٹی میچ سے قبل قومی ٹیم کے کھلاڑیوں نے کوچنگ سٹاف ک ,PROPN PROPN PROPN ADP PROPN PROPN NOUN ADP ADP ADJ NOUN ADP NOUN ADP NOUN NOUN PUNCT 
پہلے اتنے بڑے پوائنٹس کی ہیں جن سے چوری کی گئی جارہی ہے فوٹو فائل سیئولکرکٹ کی بورڈ ن� ,ADJ DET ADJ NOUN ADP AUX PRON ADP NOUN VERB AUX AUX AUX NOUN NOUN PROPN ADP NOUN PUNCT 
لاہور خبرنگارخصوصی لاہور چیمبر کے صدر عبدالباسط نے کہا ہے کہ محنت اور لگن کی حفاظت کیلئے سی� ,PROPN PROPN PROPN PROPN ADP NOUN PROPN ADP VERB AUX SCONJ NOUN CCONJ NOUN ADP NOUN ADP VERB 
لاہور اردو پوائنٹ اخبارتازہ ترین این این ئی 30 نومبر2018 ءممتازتاجر رہنما وفیروز پور بورڈ لاہور کے سینئر نائ ,PROPN PROPN NOUN ADJ ADJ PROPN PROPN PROPN PROPN PROPN ADJ NOUN PROPN PROPN PROPN PROPN ADP ADJ VERB 
میلبورن اسٹریلیا کے سابق کپتان بریڈ ہیڈن نے سٹریلین کرکٹ کو نیا تجربہ قرار دے دیاسابق اسپن ,PROPN PROPN ADP ADJ NOUN PROPN PROPN ADP ADJ NOUN ADP ADJ NOUN ADJ VERB ADJ PUNCT 
کراچی پاکستان اکانومی واچ کے صدر ڈاکٹر مرتضی مغل نے کہا ہے کہ ائندہ مالی سال ترقیاتی بجٹ کی پ� ,PROPN PROPN PROPN PROPN ADP NOUN NOUN PROPN PROPN ADP VERB AUX SCONJ ADJ ADJ NOUN ADJ NOUN VERB PUNCT 
کراچی اسپورٹس رپورٹرپی سی بی فضل محمود نیشنل کلب کرکٹ چیمپئن شپ کے دوسرے مرحلے کے دوران او ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP ADJ NOUN ADP ADP VERB 
لاہور پاکستان کرکٹ بورڈ نے جوہانسبرگ میں کھیلے گئے قومی انڈر 19 کرکٹ ٹورنامنٹ کے دوران جنوبی ا� ,PROPN PROPN PROPN PROPN ADP PROPN ADP VERB AUX ADJ NOUN NUM NOUN NOUN ADP ADP ADJ PUNCT 
لاہور پنجاب حکومت کا چوتھا سالانہ انفراسٹرکچر انوویٹرز سپورٹس بورڈ لاہور میں جاری ہے جس میں دنیا ,PROPN PROPN NOUN ADP ADJ ADJ NOUN NOUN NOUN NOUN PROPN ADP ADJ AUX PRON ADP VERB 
کیپ ٹان این این ئی جنوبی افریقی کرکٹ بورڈ نے سابق کپتان اور موجودہ صدر نامزد کرکٹر اے بی ڈی ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP ADJ NOUN CCONJ ADJ NOUN ADJ NOUN PROPN PROPN PROPN 
ٹوکیو اے ایف پی ٹوکیو کے نیشنل انسٹی ٹیوٹ فار رٹ اینڈ ڈیزائن کی رپورٹ میں دعوی کیا گیا ,PROPN PROPN PROPN PROPN PROPN ADP PROPN PROPN PROPN PROPN PROPN PROPN NOUN ADP NOUN ADP NOUN VERB AUX 
کراچی قومی کرکٹ ٹیم کے سابق کپتان وسیم اکرم کا کہنا ہے کہ کوچنگ اسان نہیں ہوتی جبکہ ساب� ,PROPN ADJ NOUN NOUN ADP ADJ NOUN PROPN PROPN ADP VERB VERB SCONJ NOUN NOUN PART VERB CCONJ VERB 
ممبئی اردو پوائنٹ اخبارتازہ ترین این این ئی 22 مارچ2018ء انڈین پریمیر لیگ کے چھٹے ایڈیشن کی افتت ,PROPN PROPN NOUN NOUN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADP NUM NOUN VERB VERB 
زیورخاردو پوائنٹ اخبارتازہ ترین این این ئی 12 فروری2019ء فٹ بال کی عالمی تنظیم فیفا کے زیر اہتمام انڈر ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN NUM PROPN NOUN NOUN ADP ADJ NOUN PROPN ADP ADP NOUN VERB 
اسلام باداردو پوائنٹ اخبارتازہ ترین این این ئی26 دسمبر2015ءقومی بیچ ریسلنگ ٹیم کے کوچ سیف خان نے کہا ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN NOUN ADP NOUN PROPN PROPN ADP VERB 
سماجی رابطے کی ویب سائٹ انسٹاگرام پر ٹاپ ٹرینڈ بنانے والی ان لائن ایپ ٹک ٹاک کی پہلی کمپنی بن گ� ,ADJ NOUN ADP NOUN NOUN NOUN ADP NOUN NOUN VERB ADP DET NOUN NOUN NOUN NOUN ADP ADJ NOUN VERB PUNCT 
کراچی سٹاک مارکیٹ میں کاروبار کا اغاز منفی زون میں ہوا اور انڈیکس ٹریڈنگ کے دوران بارہ ہزار چ� ,PROPN PROPN NOUN ADP NOUN ADP NOUN ADJ NOUN ADP VERB CCONJ NOUN NOUN ADP ADP NUM NUM PUNCT 
پشاوراردو پوائنٹ اخبارتازہ ترین این این ئی 04 ستمبر2019ء خیبرپختونخواانٹر ڈسٹرکٹ کبڈی چیمپئن شپ اخ ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADJ NOUN PROPN NOUN NOUN PUNCT 
اسلام باد اردوپوائنٹ اخبارتازہ ترین31 مارچ 2018ء گزشتہ روز ریلوے ورکرز یونین کے چیئرمین کے روبرو عبدال ,PROPN PROPN PROPN PROPN PROPN PROPN PROPN ADJ NOUN PROPN NOUN NOUN ADP NOUN ADP ADP VERB 
اسلام باد ڈیلی پاکستان لائن اقتصادی رابطہ کمیٹی کا اجلاس ہونے کے بعد پاکستان میں ئندہ ماہ میں ٹی ,PROPN PROPN PROPN PROPN PROPN ADJ NOUN NOUN ADP NOUN VERB ADP ADV PROPN ADP ADJ NOUN ADP VERB 
کراچی اردو پوائنٹ اخبارتازہ ترین این این ئی 27 فروری2020ء قائد اعظم ٹرافی فرسٹ الیون ٹورنامنٹ کے ساتویں ر ,PROPN PROPN NOUN NOUN ADJ PROPN PROPN PROPN PROPN PROPN NOUN PROPN PROPN PROPN PROPN PROPN ADP ADJ VERB 
کراچی اردو پوائنٹ اخبار تازہ ترین 22اپریل2015ءچین کے ایک ہفتے کے دوران پاکستان کی برمدات میں 840 فیص ,PROPN PROPN NOUN NOUN ADJ PROPN PROPN ADP NUM NOUN ADP ADP PROPN ADP NOUN ADP NUM PUNCT 
قاہرہ اردو پوائنٹ تازہ ترین اخبارئی این پی 14ستمبر 2013ء مصر میں ہونے والی بین الاقوامی شوٹنگ کی رنگا رنگ ,PROPN PROPN NOUN ADJ ADJ NOUN PROPN PROPN PROPN PROPN PROPN ADP VERB ADP NOUN NOUN NOUN ADP ADJ NOUN 
ممبئی فلم راک اسٹار کے تیسرے سیکوئل کی شوٹنگ جاری ہے اور نے باکس فس پر کنگ خان کے ساتھ بڑے پ ,PROPN NOUN PROPN NOUN ADP ADJ NOUN ADP NOUN ADJ AUX CCONJ ADP PROPN PROPN ADP PROPN PROPN ADP ADP ADJ PUNCT 
کراچی مانیٹرنگ ڈیسک مہنگائی کے طوفان نے عوام کو شدید دبا دیا ہے جبکہ ڈالر کی قدر میں بھی اضا� ,PROPN NOUN NOUN NOUN ADP NOUN ADP NOUN ADP ADJ VERB AUX AUX CCONJ NOUN ADP NOUN ADP PART VERB 
لاہور کامرس رپورٹر اقوام متحدہ کی قریبی ایجنسی ایمازون کی مرکزی کمیٹی کے کنوینر ڈاکٹر حسی ,PROPN PROPN PROPN PROPN PROPN ADP ADJ NOUN PROPN ADP ADJ NOUN ADP NOUN NOUN VERB 
میرے پاکستانی ڈرامے بھارت کا انتہائی مشہور ڈرامہ ہیں جس نے پاکستانیوں کی زہنیت سمجھی جانے وال ,PRON ADJ NOUN PROPN ADP ADV ADJ NOUN AUX PRON ADP NOUN ADP NOUN VERB AUX VERB 
لاہور اے پی پیکامیڈین اداکار سخاوت ناز اپنی 30 ویں سالگرہ کی تقریب کیلئے کراچی ایئرپورٹ پہن ,PROPN PROPN PROPN PROPN NOUN PROPN PROPN PRON NUM PART NOUN ADP NOUN ADP PROPN NOUN VERB 
کوئٹہ بیورو رپورٹ ایجنسیاں نوائے وقت رپورٹ بلوچستان کے ضلع کوئٹہ میں جمعیت علماءاسلام کے مرکز ,PROPN PROPN PROPN PROPN PROPN NOUN PROPN PROPN ADP NOUN PROPN ADP NOUN NOUN ADP NOUN 
اسلام اباد اردو پوائنٹ اخبارتازہ ترین اے پی پی 30 اگست2019ء پاکستانی اداکارہ نادیہ جمیل کی ڈانس کے ساتھ ,PROPN PROPN PROPN NOUN ADJ ADJ PROPN PROPN PROPN NUM PROPN ADJ NOUN PROPN PROPN ADP NOUN ADP ADP 
کراچیاردو پوائنٹ تازہ ترین اخبارئی این پی 5جون 2013ءرواں مالی سال کے پہلے 9ماہ کے دوران تجارتی خسارہ 10ارب ,PROPN PROPN ADJ ADJ NOUN PROPN PROPN PROPN NUM ADJ NOUN ADP ADJ NOUN ADP ADP ADJ NOUN PUNCT 
لاہورکلچرل رپورٹر اداکارہ روبی انعم نے صوبیہ خان ریکھا انکی سالگرہ کے موقع پر علی ظفر کے ڈرامے ,NOUN NOUN NOUN PROPN PROPN ADP PROPN PROPN PROPN ADJ NOUN ADP NOUN ADP PROPN PROPN ADP NOUN 
پاکستان سپر لیگ کے چیئرمین نجم سیٹھی کہتے ہیں کہ ایونٹ کا بائیکاٹ کراچی پہنچ چکا � ,PROPN PROPN PROPN ADP NOUN PROPN PROPN VERB AUX SCONJ NOUN ADP NOUN PROPN VERB AUX PUNCT 
پاکستان کرکٹ ٹیم کے نوجوان بیٹسمین حیدر علی نے کہا کہ میرے لیے بڑی خوشی کا احساس ہو رہا ہ ,PROPN NOUN NOUN ADP NOUN NOUN PROPN PROPN ADP VERB SCONJ PRON ADP ADJ NOUN ADP NOUN VERB AUX PUNCT 
گالاردو پوائنٹ تازہ ترین اخبار17اگست2015ء قومی ٹیم کے لیگ سپنر یاسر شاہ کا کہنا ہے کہ بھارتی سپنر ش ,PROPN PROPN ADJ ADJ PROPN ADJ NOUN ADP NOUN NOUN PROPN PROPN ADP VERB VERB SCONJ PROPN NOUN PUNCT 
